HousingPI22_GEOID,HousingPI22_Metro Name,HousingPI22_GEOID.1,HousingPI22_1980,HousingPI22_1981,HousingPI22_1982,HousingPI22_1983,HousingPI22_1984,HousingPI22_1985,HousingPI22_1986,HousingPI22_1987,HousingPI22_1988,HousingPI22_1989,HousingPI22_1990,HousingPI22_1991,HousingPI22_1992,HousingPI22_1993,HousingPI22_1994,HousingPI22_1995,HousingPI22_1996,HousingPI22_1997,HousingPI22_1998,HousingPI22_1999,HousingPI22_2000,HousingPI22_2001,HousingPI22_2002,HousingPI22_2003,HousingPI22_2004,HousingPI22_2005,HousingPI22_2006,HousingPI22_2007,HousingPI22_2008,HousingPI22_2009,HousingPI22_2010,HousingPI22_2011,HousingPI22_2012,HousingPI22_2013,HousingPI22_2014,HousingPI22_2015,HousingPI22_2016,HousingPI22_2017,HousingPI22_2018,HousingPI22_2019,HousingPI22_2020,HousingPI22_2021,HousingPI22_2022
25180,"Hagerstown-Martinsburg, MD-WV",25180,2.4,2.5,2.5,2.4,2.4,2.3,2.4,2.6,2.7,2.9,2.9,2.9,3.0,3.0,2.9,2.8,2.8,2.7,2.7,2.7,2.6,2.7,2.9,3.2,3.6,4.4,4.4,4.0,3.6,3.1,2.8,2.5,2.5,2.7,2.7,2.7,2.8,2.8,3.0,3.0,3.3,3.6,3.8
25620,"Hattiesburg, MS",25620,3.6,3.3,3.3,3.4,3.4,3.5,3.4,3.2,3.0,2.8,2.7,2.7,2.7,2.6,2.6,2.6,2.6,2.6,2.7,2.7,2.7,2.9,3.0,3.2,3.3,3.4,3.7,3.8,3.7,3.6,3.6,3.6,3.6,3.5,3.4,3.4,3.4,3.4,3.6,3.7,3.6,3.8,4.3
25860,"Hickory-Lenoir-Morganton, NC",25860,2.9,2.9,2.7,2.6,2.6,2.6,2.5,2.5,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.5,2.5,2.6,2.7,2.7,2.8,2.9,3.1,3.2,3.3,3.4,3.5,3.6,3.7,3.7,3.4,3.3,3.2,3.3,3.2,3.2,3.1,3.1,3.0,3.2,3.3,3.7,4.4
25980,"Hinesville, GA",25980,3.7,3.6,3.5,3.3,3.3,3.2,3.2,3.1,3.1,3.2,3.2,3.0,2.7,2.6,2.6,2.5,2.5,2.5,2.6,2.6,2.6,2.6,2.8,2.8,2.9,3.2,3.4,3.6,3.6,3.8,3.5,3.3,3.2,3.3,3.5,3.3,3.1,3.2,3.1,3.1,3.3,3.9,4.8
25940,"Hilton Head Island-Bluffton-Beaufort, SC",25940,3.9,4.0,4.0,3.9,3.7,3.7,3.7,3.8,3.9,4.0,4.0,4.0,4.1,4.2,4.2,4.3,4.3,4.5,4.5,4.6,4.9,5.1,5.3,5.4,5.7,6.2,6.8,6.7,6.2,5.9,5.5,5.3,5.1,5.0,5.0,4.9,4.9,4.9,5.1,4.9,5.0,6.0,7.8
25220,"Hammond, LA",25220,3.9,4.0,4.2,4.2,4.2,4.0,4.1,3.9,3.7,3.5,3.3,3.1,3.0,3.0,3.0,3.1,3.1,3.1,3.2,3.2,3.2,3.4,3.5,3.6,3.6,3.8,4.4,4.5,4.3,4.1,4.0,4.0,3.9,3.9,3.7,3.8,3.8,3.7,3.7,3.8,3.8,3.8,4.2
26380,"Houma-Thibodaux, LA",26380,3.0,2.9,3.0,3.2,3.3,3.3,3.4,3.3,3.0,2.8,2.7,2.7,2.7,2.7,2.7,2.6,2.6,2.5,2.5,2.5,2.5,2.6,2.7,2.7,2.8,2.9,3.0,3.0,3.0,2.9,2.8,2.8,2.7,2.8,2.9,3.2,3.2,3.3,3.4,3.4,3.3,3.1,3.2
26140,"Homosassa Springs, FL",26140,4.1,3.9,4.0,3.9,3.7,3.6,3.6,3.7,3.7,3.6,3.4,3.4,3.3,3.4,3.1,3.2,3.1,3.0,3.1,3.0,3.0,3.2,3.4,3.4,3.8,4.6,5.2,4.9,4.0,3.7,3.6,3.3,3.1,3.1,3.1,3.4,3.4,3.7,3.9,4.0,4.1,5.1,6.8
46520,"Urban Honolulu, HI",46520,5.5,4.8,5.4,5.4,5.3,5.3,5.2,5.3,5.8,6.6,8.1,7.4,7.3,7.4,7.5,7.2,6.9,6.3,5.9,5.6,5.4,5.4,6.0,6.6,7.6,9.1,9.3,9.0,8.6,8.2,8.8,8.3,8.6,8.7,8.9,8.9,9.1,9.1,9.4,9.2,9.5,11.1,12.1
26300,"Hot Springs, AR",26300,3.8,3.6,3.4,3.5,3.5,3.4,3.4,3.3,3.2,3.1,2.9,2.9,2.9,2.9,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.1,3.3,3.4,3.5,3.7,3.9,4.0,4.0,3.9,3.8,3.7,3.7,3.5,3.6,3.7,3.5,3.5,3.6,3.7,3.8,4.2,5.1
26420,"Houston-The Woodlands-Sugar Land, TX",26420,2.6,2.5,2.7,2.8,2.6,2.4,2.4,2.2,2.1,2.1,2.2,2.2,2.3,2.3,2.3,2.2,2.2,2.2,2.3,2.3,2.5,2.7,2.8,2.9,2.9,2.9,2.9,2.8,2.7,2.7,2.8,2.8,2.9,3.1,3.3,3.5,3.5,3.6,3.6,3.6,3.8,4.3,4.8
26620,"Huntsville, AL",26620,4.0,3.8,3.5,3.4,3.3,3.1,3.1,3.1,3.0,2.9,2.9,2.8,2.8,2.9,2.8,2.8,2.7,2.7,2.7,2.7,2.7,2.7,2.8,2.8,2.9,3.0,3.2,3.3,3.3,3.2,3.3,3.2,3.2,3.1,3.0,3.0,3.1,3.1,3.2,3.4,3.5,3.6,4.1
26580,"Huntington-Ashland, WV-KY-OH",26580,3.4,3.2,2.9,2.8,2.8,2.8,2.8,2.7,2.7,2.5,2.5,2.5,2.7,2.6,2.7,2.7,2.7,2.6,2.7,2.7,2.8,2.8,2.9,2.9,2.9,2.9,2.9,2.9,2.9,2.9,2.8,2.7,2.7,2.6,2.7,2.9,3.0,3.0,2.9,2.7,2.8,2.9,3.2
26820,"Idaho Falls, ID",26820,2.5,2.6,2.5,2.4,2.3,2.3,2.3,2.3,2.2,2.1,2.0,2.0,2.1,2.1,2.1,2.1,2.1,2.2,2.2,2.2,2.2,2.4,2.5,2.5,2.7,2.9,3.2,3.4,3.4,3.4,3.3,3.2,3.2,3.2,3.2,3.2,3.3,3.5,3.8,3.9,4.1,5.0,6.0
26900,"Indianapolis-Carmel-Anderson, IN",26900,2.4,2.5,2.4,2.3,2.3,2.2,2.2,2.2,2.2,2.3,2.3,2.4,2.4,2.4,2.4,2.5,2.5,2.5,2.5,2.4,2.4,2.4,2.4,2.4,2.4,2.5,2.3,2.3,2.1,2.2,2.5,2.4,2.5,2.6,2.7,2.8,2.8,2.9,3.1,3.1,3.3,3.7,4.2
26980,"Iowa City, IA",26980,3.5,3.3,3.1,3.1,3.0,3.0,2.9,2.8,2.6,2.6,2.6,2.7,2.7,2.8,3.0,3.1,3.1,3.1,3.1,3.0,3.1,3.2,3.3,3.3,3.4,3.5,3.3,3.1,3.1,3.2,3.1,3.0,3.1,3.0,3.2,3.1,3.3,3.2,3.3,3.2,3.2,3.5,3.9
27060,"Ithaca, NY",27060,2.8,2.7,2.7,2.5,2.7,2.9,3.2,3.5,3.6,3.4,3.3,3.2,3.3,3.3,3.1,2.9,2.9,2.9,2.7,2.6,2.6,2.8,2.8,3.0,3.1,3.3,3.3,3.2,3.3,3.2,3.1,3.0,3.1,3.1,3.0,3.1,3.2,3.4,3.5,3.4,3.4,3.7,4.0
27260,"Jacksonville, FL",27260,2.8,2.8,2.9,2.8,2.8,2.8,2.7,2.7,2.6,2.6,2.7,2.6,2.7,2.6,2.7,2.6,2.7,2.5,2.6,2.5,2.5,2.7,3.0,3.3,3.7,4.1,4.3,4.1,3.8,3.2,3.1,3.0,3.1,3.5,3.5,3.6,3.7,3.9,4.0,4.0,4.2,4.7,5.6
27100,"Jackson, MI",27100,1.8,1.9,1.7,1.6,1.5,1.5,1.5,1.6,1.6,1.7,1.7,1.8,1.8,1.8,1.8,1.9,2.0,2.1,2.1,2.1,2.2,2.3,2.5,2.6,2.7,2.8,2.7,2.7,2.5,2.4,2.2,2.2,2.1,2.2,2.2,2.3,2.4,2.5,2.4,2.4,2.5,2.7,3.2
27140,"Jackson, MS",27140,3.7,3.4,3.4,3.5,3.3,3.3,3.3,3.1,2.9,2.8,2.7,2.6,2.6,2.6,2.5,2.5,2.6,2.6,2.6,2.6,2.6,2.8,2.9,2.8,3.0,3.3,3.5,3.1,2.9,3.1,3.1,3.1,3.3,3.3,3.4,3.4,3.4,3.3,3.2,3.2,3.5,3.9,4.3
27500,"Janesville-Beloit, WI",27500,2.3,2.2,2.0,2.0,1.9,1.8,1.8,1.8,1.8,1.7,1.8,1.8,1.8,1.8,2.0,2.0,2.1,2.1,2.1,2.1,2.2,2.2,2.3,2.4,2.5,2.6,2.7,2.7,2.6,2.5,2.5,2.4,2.4,2.4,2.3,2.4,2.4,2.5,2.5,2.6,2.6,2.9,3.3
27340,"Jacksonville, NC",27340,3.4,3.2,2.9,2.8,2.8,2.9,2.9,3.0,3.0,3.1,3.1,3.0,2.9,2.7,2.7,2.7,2.7,2.8,2.8,2.8,2.8,2.9,2.9,3.0,3.0,3.2,3.4,3.5,3.5,3.5,3.5,3.4,3.3,3.4,3.5,3.5,3.5,3.5,3.5,3.7,3.8,4.2,4.9
27180,"Jackson, TN",27180,3.4,3.5,3.3,3.3,3.1,3.0,3.0,2.9,2.8,2.5,2.5,2.4,2.5,2.5,2.4,2.5,2.5,2.6,2.6,2.5,2.6,2.6,2.7,2.7,2.8,2.9,3.0,2.9,2.9,2.9,2.9,2.8,2.8,2.8,2.8,2.9,3.0,3.2,3.2,3.3,3.4,3.7,4.6
27620,"Jefferson City, MO",27620,2.4,2.2,2.1,2.2,2.1,2.1,2.2,2.2,2.2,2.0,1.9,1.9,2.0,1.9,2.1,2.1,2.1,2.2,2.1,2.1,2.2,2.2,2.3,2.3,2.4,2.5,2.5,2.4,2.3,2.2,2.3,2.4,2.5,2.5,2.5,2.6,2.6,2.6,2.6,2.6,2.6,2.9,3.4
27860,"Jonesboro, AR",27860,3.1,3.0,2.9,3.1,3.0,2.9,2.9,2.8,2.6,2.6,2.5,2.4,2.5,2.5,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.7,2.8,2.9,3.0,3.0,3.0,2.9,3.0,3.1,3.2,3.1,3.1,3.0,3.1,3.2,3.1,3.0,3.1,3.1,3.1,3.5,4.0
27780,"Johnstown, PA",27780,1.9,1.8,1.8,1.8,1.8,1.7,1.8,1.9,1.9,1.8,1.8,1.8,1.9,1.9,1.9,1.9,1.9,2.0,2.0,2.0,2.0,2.1,2.2,2.2,2.2,2.2,2.2,2.2,2.1,2.1,2.1,2.0,2.1,2.0,1.9,1.9,1.9,1.9,1.8,1.9,1.8,1.9,2.1
27740,"Johnson City, TN",27740,3.3,3.2,3.1,3.1,3.0,3.1,3.1,3.0,2.9,2.8,2.7,2.6,2.7,2.8,2.8,2.9,3.0,3.1,3.1,3.1,3.2,3.4,3.5,3.4,3.4,3.6,3.7,3.7,3.8,3.7,3.7,3.5,3.5,3.5,3.6,3.6,3.8,3.8,3.9,3.8,3.9,4.3,5.4
27900,"Joplin, MO",27900,2.2,2.1,2.0,2.0,2.0,2.0,2.1,2.1,2.1,2.0,1.9,1.9,2.0,2.0,2.1,2.1,2.1,2.1,2.1,2.1,2.2,2.3,2.3,2.4,2.4,2.5,2.5,2.4,2.3,2.3,2.2,2.3,2.2,2.2,2.3,2.4,2.4,2.4,2.4,2.5,2.5,2.7,3.2
27980,"Kahului-Wailuku-Lahaina, HI",27980,5.2,3.7,4.2,4.1,4.0,3.9,3.8,3.8,4.1,4.5,4.9,5.0,5.1,5.1,5.1,5.1,5.1,4.9,4.9,4.7,4.9,5.5,6.1,6.9,8.4,9.9,10.8,10.7,10.0,9.8,9.9,9.0,8.7,8.1,8.2,8.2,8.0,8.3,8.3,9.1,9.5,10.8,13.0
28100,"Kankakee, IL",28100,1.5,1.6,1.5,1.5,1.5,1.5,1.5,1.6,1.7,1.7,1.7,1.8,1.8,1.8,1.9,1.9,2.0,2.0,2.0,1.9,2.1,2.2,2.3,2.5,2.6,2.6,2.7,2.7,2.6,2.6,2.4,2.4,2.4,2.1,2.1,2.1,2.2,2.2,2.4,2.5,2.6,2.8,2.9
28020,"Kalamazoo-Portage, MI",28020,2.2,2.3,2.2,2.1,2.0,2.0,1.9,1.9,2.0,2.0,2.0,2.1,2.1,2.1,2.2,2.2,2.3,2.4,2.5,2.5,2.6,2.7,2.9,3.0,3.0,3.1,3.1,3.0,3.0,2.9,2.8,2.7,2.7,2.7,2.7,2.7,2.7,2.6,2.7,2.7,2.7,3.0,3.6
28140,"Kansas City, MO-KS",28140,3.1,3.0,2.9,2.8,2.7,2.6,2.6,2.5,2.5,2.3,2.3,2.3,2.3,2.4,2.4,2.4,2.5,2.6,2.6,2.6,2.6,2.7,2.8,2.9,3.0,3.0,2.9,2.8,2.6,2.5,2.6,2.4,2.6,2.7,2.7,2.8,2.9,3.0,3.1,3.2,3.3,3.8,4.2
28660,"Killeen-Temple, TX",28660,3.5,3.5,3.6,3.5,3.4,3.3,3.3,3.0,2.8,2.8,2.7,2.7,2.6,2.6,2.6,2.6,2.5,2.4,2.4,2.3,2.3,2.4,2.5,2.6,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.6,2.7,2.7,2.8,2.8,3.0,3.1,3.2,3.6,4.3
28700,"Kingsport-Bristol-Bristol, TN-VA",28700,3.2,3.2,3.0,3.0,2.9,2.9,2.9,2.9,2.8,2.6,2.5,2.4,2.4,2.5,2.5,2.6,2.7,2.7,2.9,2.9,2.9,3.0,3.0,3.1,3.2,3.3,3.4,3.4,3.4,3.4,3.3,3.3,3.1,3.2,3.2,3.3,3.3,3.4,3.4,3.4,3.5,3.9,5.0
28740,"Kingston, NY",28740,2.3,2.2,2.3,2.1,2.3,2.4,2.7,3.0,3.1,3.0,2.9,2.8,2.8,2.8,2.7,2.7,2.7,2.6,2.6,2.5,2.9,3.0,3.6,4.2,4.6,5.0,4.6,4.6,4.3,3.7,3.9,3.6,3.2,3.6,3.4,3.3,3.3,3.4,3.4,3.7,4.1,4.4,4.6
28420,"Kennewick-Richland, WA",28420,2.5,2.4,2.4,2.1,2.1,2.1,2.0,2.0,1.8,1.9,1.9,2.0,2.2,2.6,2.7,2.5,2.5,2.4,2.5,2.5,2.6,2.7,2.9,3.0,3.0,3.1,3.2,3.4,3.2,3.1,3.2,3.1,3.1,3.2,3.2,3.3,3.6,3.8,4.2,4.3,4.4,4.9,5.5
28940,"Knoxville, TN",28940,3.2,3.2,3.1,3.2,3.1,3.1,3.1,3.1,3.0,2.9,3.0,3.0,2.9,3.0,3.0,3.0,3.1,3.1,3.1,3.0,3.0,3.1,3.2,3.4,3.3,3.6,3.6,3.6,3.4,3.3,3.3,3.3,3.2,3.2,3.2,3.3,3.3,3.4,3.5,3.7,3.9,4.5,5.3
29020,"Kokomo, IN",29020,2.0,2.2,2.1,1.9,1.7,1.7,1.7,1.7,1.7,1.7,1.7,1.8,1.8,1.8,1.8,1.9,2.0,2.0,2.0,2.0,2.1,2.1,2.2,2.2,2.2,2.3,2.2,2.1,2.1,2.1,2.1,2.2,2.1,2.0,1.9,2.0,2.0,2.0,2.0,2.0,2.1,2.4,2.9
29180,"Lafayette, LA",29180,3.3,3.2,3.4,3.6,3.6,3.3,3.3,3.0,2.7,2.7,2.8,2.7,2.8,2.8,2.9,2.9,2.8,2.7,2.8,2.8,2.8,2.9,3.0,3.0,3.1,3.2,3.3,3.3,3.1,3.1,3.1,3.0,2.9,2.9,2.8,3.2,3.2,3.4,3.4,3.4,3.4,3.6,3.9
29540,"Lancaster, PA",29540,2.4,2.4,2.5,2.3,2.2,2.2,2.2,2.3,2.4,2.5,2.6,2.7,2.7,2.7,2.7,2.7,2.6,2.6,2.6,2.5,2.5,2.6,2.8,2.9,3.2,3.5,3.7,3.6,3.5,3.4,3.3,3.3,3.2,3.1,3.1,3.1,3.0,3.0,3.1,3.1,3.2,3.4,3.9
29700,"Laredo, TX",29700,3.2,3.3,3.7,4.0,4.1,4.0,4.0,3.7,3.3,3.1,3.0,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.9,2.9,3.0,3.1,3.2,3.2,3.2,3.4,3.4,3.2,3.2,3.1,3.1,3.0,3.1,3.1,3.3,3.3,3.3,3.1,3.0,3.0,3.3,3.9
29460,"Lakeland-Winter Haven, FL",29460,3.4,3.3,3.3,3.2,3.1,2.9,2.8,2.7,2.6,2.5,2.5,2.5,2.6,2.5,2.4,2.4,2.4,2.3,2.3,2.3,2.3,2.4,2.7,2.8,3.0,3.6,4.2,4.2,3.4,2.5,2.3,2.2,2.5,2.8,3.0,3.2,3.5,3.6,3.9,4.0,4.2,4.8,5.9
29200,"Lafayette-West Lafayette, IN",29200,2.7,2.7,2.6,2.5,2.4,2.4,2.4,2.4,2.3,2.3,2.3,2.3,2.4,2.5,2.6,2.6,2.7,2.7,2.7,2.7,2.8,2.9,2.9,2.9,2.9,2.9,2.9,2.7,2.7,2.7,2.7,2.6,2.5,2.5,2.4,2.6,2.6,2.7,2.9,3.0,3.1,3.6,4.3
29420,"Lake Havasu City-Kingman, AZ",29420,3.1,3.4,3.4,3.7,3.6,3.6,3.6,3.5,3.3,3.2,3.1,3.2,3.3,3.3,3.1,3.1,3.1,3.0,3.1,2.9,3.0,3.2,3.4,3.7,4.5,5.4,5.9,5.5,4.5,4.1,3.6,3.5,3.5,3.7,3.6,3.7,3.8,3.9,4.1,4.2,4.5,5.7,6.9
29340,"Lake Charles, LA",29340,2.7,2.8,2.9,3.1,3.2,3.2,3.2,3.0,2.7,2.5,2.4,2.3,2.3,2.4,2.4,2.4,2.4,2.4,2.5,2.5,2.5,2.6,2.7,2.7,2.8,2.9,3.0,2.9,2.9,3.0,3.0,3.0,2.9,2.8,2.8,3.0,2.9,3.1,3.3,3.3,3.2,3.2,3.4
29620,"Lansing-East Lansing, MI",29620,2.2,2.3,2.0,1.9,1.8,1.8,1.8,1.9,1.9,1.9,1.9,1.9,2.0,2.0,2.0,2.1,2.1,2.2,2.3,2.4,2.4,2.6,2.8,2.9,3.0,3.0,2.9,2.6,2.0,1.6,1.8,1.6,1.8,2.1,2.3,2.4,2.5,2.5,2.5,2.5,2.7,2.9,3.3
29100,"La Crosse-Onalaska, WI-MN",29100,3.0,2.7,2.4,2.5,2.4,2.4,2.3,2.3,2.2,2.2,2.2,2.2,2.2,2.2,2.3,2.3,2.3,2.3,2.3,2.4,2.4,2.5,2.6,2.7,2.8,3.0,2.9,2.9,2.9,2.9,2.8,2.9,2.9,2.9,2.9,2.9,2.8,2.8,2.9,2.9,2.9,3.3,3.8
29820,"Las Vegas-Henderson-Paradise, NV",29820,3.2,3.4,3.6,3.4,3.2,3.1,3.1,2.9,2.8,2.8,2.9,3.1,3.2,3.2,3.1,3.0,3.0,3.0,3.0,2.9,3.0,3.3,3.5,3.9,5.5,5.9,5.7,5.2,3.8,2.6,2.6,2.4,2.6,3.4,3.8,4.1,4.3,4.5,4.9,5.0,5.2,6.3,7.4
30020,"Lawton, OK",30020,3.0,3.0,3.2,3.3,3.2,3.0,2.9,2.7,2.5,2.5,2.4,2.3,2.2,2.2,2.2,2.3,2.3,2.3,2.3,2.3,2.3,2.4,2.5,2.5,2.6,2.8,2.9,2.9,2.9,2.9,2.9,2.9,2.9,2.8,2.8,2.6,2.7,2.7,2.7,2.7,2.8,3.2,3.7
30140,"Lebanon, PA",30140,2.0,2.0,2.0,2.0,2.0,2.0,2.1,2.2,2.3,2.3,2.3,2.4,2.4,2.5,2.5,2.5,2.5,2.5,2.5,2.4,2.4,2.5,2.6,2.6,2.7,2.9,3.1,3.2,3.2,3.1,3.1,3.0,2.9,2.9,2.9,2.9,2.9,2.9,2.9,2.9,2.9,3.0,3.3
30300,"Lewiston, ID-WA",30300,2.8,2.8,2.7,2.6,2.4,2.6,2.5,2.5,2.2,2.2,2.3,2.3,2.4,2.4,2.7,2.8,2.8,2.8,2.7,2.8,3.0,3.1,3.1,3.0,3.2,3.4,3.7,3.7,3.6,3.8,3.7,3.7,3.7,3.9,3.8,3.9,3.9,4.3,4.2,4.5,4.8,5.7,6.7
30340,"Lewiston-Auburn, ME",30340,2.5,2.7,2.6,2.5,2.6,2.7,2.9,3.1,3.2,3.2,3.2,3.3,3.2,3.0,2.8,2.7,2.7,2.5,2.5,2.4,2.4,2.6,2.8,3.0,3.2,3.6,3.7,3.7,3.6,3.6,3.5,3.3,3.3,3.2,3.1,3.0,3.0,3.1,2.9,2.9,2.9,3.2,3.8
30460,"Lexington-Fayette, KY",30460,3.2,3.4,3.1,3.2,3.1,3.1,3.0,2.9,3.0,2.8,2.6,2.6,2.7,2.7,2.8,2.7,2.6,2.7,2.7,2.7,2.9,3.0,3.1,3.3,3.3,3.4,3.3,3.1,3.0,2.9,3.1,2.9,2.9,2.9,2.8,2.8,2.8,2.9,2.9,3.0,3.2,3.6,3.9
30620,"Lima, OH",30620,2.4,2.3,2.2,2.1,2.0,1.8,1.8,1.9,1.9,2.0,2.0,2.0,2.1,2.1,2.1,2.1,2.2,2.2,2.2,2.2,2.2,2.3,2.3,2.3,2.3,2.3,2.2,2.2,2.2,2.2,2.3,2.2,2.1,2.2,2.2,2.2,2.1,2.2,2.1,2.2,2.3,2.8,3.3
30700,"Lincoln, NE",30700,2.3,2.2,2.3,2.2,2.1,2.1,2.0,2.0,1.9,2.0,2.0,2.0,2.1,2.2,2.3,2.3,2.4,2.4,2.5,2.4,2.5,2.7,2.8,2.9,2.9,2.9,2.9,2.7,2.7,2.7,2.7,2.7,2.8,2.8,2.8,2.8,2.9,2.9,3.1,3.2,3.4,3.7,4.1
30780,"Little Rock-North Little Rock-Conway, AR",30780,3.0,3.0,2.8,2.9,2.8,2.8,2.8,2.7,2.6,2.4,2.4,2.3,2.5,2.6,2.4,2.4,2.4,2.4,2.5,2.3,2.2,2.4,2.4,2.6,2.6,2.8,2.9,2.8,2.8,2.9,2.9,2.8,2.9,2.8,2.7,2.7,2.7,2.7,2.7,2.7,2.8,3.2,3.6
30860,"Logan, UT-ID",30860,3.4,3.5,3.5,3.5,3.2,3.2,3.0,2.8,2.6,2.4,2.3,2.4,2.4,2.5,2.8,3.0,3.1,3.2,3.2,3.2,3.2,3.4,3.5,3.5,3.6,3.8,4.0,4.1,4.1,4.1,4.0,3.8,3.8,4.0,4.1,4.0,4.2,4.4,4.7,4.8,5.0,5.9,7.1
30980,"Longview, TX",30980,2.8,2.7,2.9,2.9,2.8,2.8,2.8,2.6,2.4,2.3,2.3,2.3,2.3,2.4,2.4,2.4,2.4,2.3,2.3,2.3,2.3,2.3,2.4,2.4,2.5,2.5,2.6,2.6,2.6,2.7,2.6,2.6,2.5,2.6,2.6,2.8,2.9,2.9,2.8,2.8,2.9,3.1,3.5
31020,"Longview, WA",31020,2.5,2.6,2.2,2.0,2.3,2.3,2.3,2.1,2.0,2.1,2.1,2.2,2.4,2.7,2.8,3.0,3.1,3.2,3.3,3.2,3.2,3.4,3.5,3.5,3.6,3.9,4.5,4.6,4.5,4.3,4.2,4.0,3.7,3.9,4.0,4.1,4.2,4.3,4.5,4.5,4.6,4.9,5.5
31080,"Los Angeles-Long Beach-Anaheim, CA",31080,4.7,4.8,4.7,4.5,4.3,4.2,4.2,4.4,5.0,5.8,6.0,5.9,5.9,5.5,5.0,4.7,4.5,4.3,4.4,4.5,4.7,5.6,6.7,7.9,9.7,11.5,12.4,11.4,9.3,7.2,7.1,7.0,7.1,7.8,8.5,8.9,9.0,9.2,9.1,9.0,9.0,9.8,10.9
31140,"Louisville/Jefferson County, KY-IN",31140,2.4,2.4,2.3,2.2,2.1,2.1,2.1,2.1,2.1,2.1,2.2,2.3,2.3,2.4,2.5,2.5,2.6,2.6,2.7,2.7,2.8,2.7,2.9,3.0,3.0,3.0,3.0,2.9,2.8,2.8,2.9,2.7,2.8,2.8,2.8,2.9,3.0,3.0,3.1,3.2,3.4,3.8,4.1
29740,"Las Cruces, NM",29740,3.0,3.1,3.3,3.2,3.1,3.1,3.2,3.2,3.1,3.1,3.0,3.0,3.0,3.1,3.1,3.2,3.2,3.2,3.1,3.0,3.0,3.1,3.2,3.3,3.5,3.8,4.1,4.1,4.0,3.9,3.9,3.9,3.9,3.8,3.7,3.7,3.9,4.0,4.0,3.9,3.9,4.5,5.2
31180,"Lubbock, TX",31180,3.1,2.9,3.0,2.9,2.8,2.9,2.9,2.8,2.6,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.4,2.4,2.3,2.3,2.4,2.6,2.7,2.7,2.7,2.7,2.5,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.7,2.9,3.0,3.1,3.0,3.0,3.3,3.7
29940,"Lawrence, KS",29940,3.3,3.3,3.2,3.2,3.1,3.0,3.1,3.0,2.9,2.8,2.7,2.7,2.7,2.7,2.9,3.0,3.0,3.0,3.0,3.0,3.1,3.2,3.4,3.6,3.8,3.8,3.8,3.7,3.7,3.6,3.6,3.5,3.4,3.4,3.4,3.4,3.3,3.3,3.4,3.3,3.5,4.3,5.2
31340,"Lynchburg, VA",31340,3.1,3.0,2.8,2.8,2.6,2.5,2.5,2.6,2.7,2.7,2.6,2.7,2.8,2.9,2.9,3.0,3.0,2.9,3.0,2.9,3.0,3.2,3.4,3.6,3.7,4.0,4.3,4.7,4.4,4.1,3.9,3.8,3.6,3.6,3.5,3.6,3.5,3.6,3.5,3.5,3.6,3.9,4.6
31420,"Macon-Bibb County, GA",31420,2.7,2.9,3.0,2.9,2.8,2.8,2.7,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.6,2.5,2.6,2.6,2.6,2.8,2.9,3.1,3.2,3.3,3.4,3.4,3.3,3.3,3.3,3.1,3.0,3.1,3.2,3.4,3.4,3.4,3.3,3.2,3.2,3.3,3.8
31540,"Madison, WI",31540,2.9,2.8,2.8,2.8,2.7,2.5,2.4,2.4,2.4,2.4,2.4,2.5,2.5,2.7,2.9,3.0,2.9,2.9,2.9,2.8,3.1,3.2,3.4,3.6,3.8,4.1,4.0,3.9,3.8,3.6,3.8,3.6,3.5,3.6,3.7,3.7,3.6,3.8,3.9,4.0,4.3,4.7,5.0
31860,"Mankato-North Mankato, MN",31860,3.2,2.9,2.9,2.7,2.7,2.6,2.5,2.5,2.4,2.3,2.3,2.4,2.4,2.4,2.4,2.4,2.5,2.4,2.4,2.4,2.5,2.7,2.8,3.0,3.1,3.3,3.1,3.1,3.0,3.1,3.0,2.8,2.9,2.9,2.9,2.9,2.9,2.9,2.9,2.8,2.9,3.0,3.3
31740,"Manhattan, KS",31740,3.4,3.4,3.3,3.2,2.9,2.9,2.9,2.9,2.8,2.7,2.6,2.7,2.6,2.7,2.9,2.9,2.8,2.6,2.6,2.6,2.7,2.8,3.0,3.0,3.3,3.5,3.8,3.6,3.4,3.4,3.3,3.2,3.2,3.2,3.2,3.4,3.5,3.6,4.0,3.9,3.9,4.2,4.8
31460,"Madera, CA",31460,3.2,3.3,3.3,3.2,3.0,2.9,3.0,3.0,3.4,3.8,3.7,3.7,3.7,3.5,3.4,3.2,3.1,3.0,3.1,3.1,3.4,3.7,4.4,5.0,5.6,6.3,6.4,6.4,4.5,3.2,3.1,2.7,2.8,3.6,4.7,4.5,4.6,4.9,4.7,4.5,4.9,5.9,6.4
